moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,0.19049181152855094,0.09669171889962813,0.12017021903834425,0.053822138032751085,0.023514545224618644,0.011219593046369818,2
acat inhibitor,0.019883186388731326,-0.23289088439517583,0.006650562025760114,0.24955313443744412,0.2639926052704331,0.3610551450528996,2
acetylcholine receptor agonist,0.015122660302234282,0.10347940180786444,0.11547448476683238,0.02141319658581414,0.02295835939686315,-0.0006884150373137423,8
acetylcholine receptor antagonist,0.024049673768068394,0.030580856270988502,0.032626033261054524,0.02235741964460433,0.016791549047469156,0.03614232847274,21
acetylcholinesterase inhibitor,0.07652831745977762,0.011440662251151205,0.11741040310789029,0.07393243218454097,0.04261409677990013,-0.03788294372963393,2
adenosine receptor agonist,0.02931698664294796,0.01198816999073451,0.022152702297397967,0.02104148083792866,0.004704607728849526,0.12269649349620604,3
adenosine receptor antagonist,0.012554783865449313,0.07159006676259663,0.05386339085773438,0.19551645494534714,0.11694950644675987,0.0029132137500959172,4
adrenergic inhibitor,-0.003924563809487843,0.021440099116909347,-0.07200140115452393,-0.09465078119235554,0.07268824691447305,0.08630490305050452,2
adrenergic receptor agonist,0.023120714874278935,0.028389297501136643,0.029667212868663632,0.028509036444948815,0.024944582547288884,0.02060911430176974,20
adrenergic receptor antagonist,0.02824026971230739,0.03289347538456498,0.03005516674116861,0.03551235758465457,0.034113397866223125,0.029479711585676027,31
akt inhibitor,0.0037339423314339476,0.03807081193812466,0.05024607053531758,0.11027678161822949,0.12522609623156422,0.2172686870247918,4
alcohol dehydrogenase inhibitor,0.024947277486917115,0.07186960912575083,0.004533927670979754,0.07381753725570664,-0.016308586507341197,0.017789564814515695,2
aldose reductase inhibitor,0.03887808939616364,-0.00999761853084944,0.12095781527220684,0.21178630871725276,0.1236067362415181,0.11787978983136682,2
alk tyrosine kinase receptor inhibitor,0.0623671511082742,-0.020494667018827566,0.09783219188446131,0.13171619186362218,-0.0027806793534416773,0.07094741076511718,3
androgen receptor agonist,0.04766271383912794,0.21559648984109417,0.1831937822713826,0.12910225755808016,0.11468176867671645,0.17927608207903067,3
androgen receptor antagonist,0.008591733521444852,0.01691883669769226,0.0013651873365580838,0.013364804916328956,0.011207307494119158,0.011817158516945802,5
androgen receptor modulator,-0.019090720958234397,-0.011560810335868319,-0.018042497292641325,-0.03600501488377635,0.051490557807606835,-0.04501424741922282,3
angiogenesis inhibitor,0.07132380951298713,0.0051744211057581715,0.11407360606539252,-0.0002546012922270438,-0.08701267503270664,0.00010951836080091505,2
angiotensin converting enzyme inhibitor,-0.0014904296295823525,0.028162796521666502,0.07376114822202305,0.061442952870074286,0.06276861129504682,0.03329345170658157,8
angiotensin receptor antagonist,0.08968765630080197,0.03755299043815272,0.061035841192708065,0.022926283133674473,0.042994518290356984,0.04584598537425618,4
antithyroid agent,0.05632275532351781,-0.014598545786272886,-0.005109765939438496,0.023647582825045782,0.05321307265851015,-0.1264370250758799,2
antiviral,0.015162728141986393,-0.006342928697413601,-0.032849222590253455,-0.005647630570166671,0.0011434655856179755,-0.0013055515997878802,2
aromatase inhibitor,0.005931244726920643,0.11643434392994378,0.12145687531515117,0.0642375981483903,0.08119276754924595,0.03099488440619807,3
atp channel blocker,0.03442879096807153,0.03756488866287533,0.09114480160349009,0.1054798238264771,0.11850022313083486,0.06968470312620083,3
atpase inhibitor,-0.010243564100703399,-0.18780606748863488,-0.0663813275935652,0.032966020097411404,0.03699523996408117,-0.02047105555141443,2
aurora kinase inhibitor,0.012047636877833013,0.24411762498112685,0.2683099226145889,0.3250468583692343,0.3106905957774594,0.22508244047259687,2
bacterial 30s ribosomal subunit inhibitor,0.012782180961460946,0.0028731373603143135,0.06575595101850996,0.017643319556959077,0.03752722658842937,0.07500479134710147,5
